step,train_loss,lr,grad_norm,tok_per_sec,val_loss
3618,3.408578,1.402665e-04,0.2034,75928.90,
3619,3.422324,1.401345e-04,0.2011,75934.58,
3620,3.463309,1.400025e-04,0.2020,75936.02,
3621,3.458565,1.398706e-04,0.2059,75937.38,
3622,3.326214,1.397388e-04,0.2077,75935.80,
3623,3.443116,1.396071e-04,0.2158,75939.82,
3624,3.387877,1.394755e-04,0.2039,73425.68,
3625,3.402889,1.393440e-04,0.2114,75921.12,
3626,3.408536,1.392125e-04,0.1974,75933.14,
3627,3.427808,1.390812e-04,0.1978,75927.72,
3628,3.386422,1.389499e-04,0.1973,75928.40,
3629,3.300903,1.388187e-04,0.1973,75934.17,
3630,3.295893,1.386877e-04,0.2014,75933.71,
3631,3.225854,1.385567e-04,0.2042,75934.36,
3632,3.260339,1.384258e-04,0.1953,75935.34,
3633,3.194467,1.382950e-04,0.1995,75935.46,
3634,3.232021,1.381643e-04,0.1979,75931.11,
3635,3.255363,1.380336e-04,0.1963,75935.95,
3636,3.235950,1.379031e-04,0.1901,75932.27,
3637,3.269478,1.377727e-04,0.1868,75932.08,
3638,3.235382,1.376423e-04,0.1976,75938.36,
3639,3.205221,1.375121e-04,0.1910,75938.98,
3640,3.265690,1.373819e-04,0.2014,75932.34,
3641,3.387963,1.372518e-04,0.2088,75939.03,
3642,3.523834,1.371218e-04,0.2170,75921.45,
3643,3.420086,1.369919e-04,0.2108,75926.77,
3644,3.475696,1.368621e-04,0.2210,75930.57,
3645,3.514473,1.367324e-04,0.2222,75930.22,
3646,3.468097,1.366028e-04,0.2187,75930.09,
3647,3.433249,1.364733e-04,0.2017,75932.75,
3648,3.457871,1.363438e-04,0.2068,75931.70,
3649,3.472632,1.362145e-04,0.2126,75931.13,
3650,3.497257,1.360852e-04,0.2030,75923.08,
3651,3.441395,1.359561e-04,0.2064,75926.69,
3652,3.431559,1.358270e-04,0.2049,75931.18,
3653,3.433687,1.356980e-04,0.1986,75927.15,
3654,3.452445,1.355691e-04,0.2074,75929.97,
3655,3.415778,1.354403e-04,0.2044,75929.95,
3656,3.387319,1.353116e-04,0.2010,75932.44,
3657,3.439018,1.351830e-04,0.2053,75930.71,
3658,3.415761,1.350545e-04,0.2174,75921.74,
3659,3.416053,1.349261e-04,0.2080,75921.09,
3660,3.471219,1.347977e-04,0.2134,75917.27,
3661,3.390065,1.346695e-04,0.2160,75919.18,
3662,3.466355,1.345413e-04,0.2111,75918.98,
3663,3.428586,1.344133e-04,0.1977,75931.65,
3664,3.414568,1.342853e-04,0.2002,75934.60,
3665,3.401462,1.341574e-04,0.2060,75923.05,
3666,3.363286,1.340297e-04,0.1917,75911.08,
3667,3.427034,1.339020e-04,0.2075,75899.77,
3668,3.405527,1.337744e-04,0.1954,75910.01,
3669,3.399431,1.336469e-04,0.2056,75928.73,
3670,3.353675,1.335195e-04,0.1955,75933.85,
3671,3.374343,1.333922e-04,0.1920,75918.61,
3672,3.413796,1.332649e-04,0.1943,75925.15,
3673,3.369647,1.331378e-04,0.2129,75934.14,
3674,3.334843,1.330108e-04,0.2091,75927.47,
3675,3.335841,1.328838e-04,0.1945,75930.02,
3676,3.349340,1.327570e-04,0.1973,75933.61,
3677,3.262327,1.326302e-04,0.2004,75903.49,
3678,3.204533,1.325035e-04,0.1944,75907.86,
3679,3.179861,1.323770e-04,0.2066,75913.87,
3680,3.226128,1.322505e-04,0.2003,75912.96,
3681,3.232171,1.321241e-04,0.2102,75905.25,
3682,3.286101,1.319978e-04,0.1950,75906.01,
3683,3.257828,1.318716e-04,0.1970,75904.95,
3684,3.235654,1.317455e-04,0.1924,75910.54,
3685,3.288216,1.316195e-04,0.2088,75909.94,
3686,3.277417,1.314936e-04,0.1889,75901.31,
3687,3.249512,1.313678e-04,0.2049,75911.66,
3688,3.364389,1.312421e-04,0.1986,75900.81,
3689,3.468765,1.311164e-04,0.2136,75914.00,
3690,3.457296,1.309909e-04,0.1986,75909.42,
3691,3.402532,1.308654e-04,0.2083,75901.43,
3692,3.478138,1.307401e-04,0.2144,75913.87,
3693,3.393311,1.306148e-04,0.2300,75911.69,
3694,3.455920,1.304897e-04,0.2234,75906.11,
3695,3.427912,1.303646e-04,0.2172,75909.17,
3696,3.512919,1.302396e-04,0.2325,75907.23,
3697,3.450562,1.301148e-04,0.2133,75907.23,
3698,3.454161,1.299900e-04,0.2136,75907.80,
3699,3.440496,1.298653e-04,0.2093,75909.44,
3700,3.377025,1.297407e-04,0.2061,75906.46,
3701,3.368403,1.296162e-04,0.5237,75903.25,
3702,3.371628,1.294918e-04,0.2146,75904.04,
3703,3.443324,1.293675e-04,0.2033,75890.52,
3704,3.413912,1.292432e-04,0.2187,75909.51,
3705,3.424545,1.291191e-04,0.2084,75904.63,
3706,3.410790,1.289951e-04,0.1951,75911.00,
3707,3.442421,1.288712e-04,0.1947,75922.52,
3708,3.469745,1.287473e-04,0.2028,75934.56,
3709,3.456088,1.286236e-04,0.1892,75927.09,
3710,3.484490,1.285000e-04,0.2087,75917.19,
3711,3.382885,1.283764e-04,0.1996,75929.57,
3712,3.410013,1.282529e-04,0.1952,75914.44,
3713,3.343460,1.281296e-04,0.1923,75915.52,
3714,3.390234,1.280063e-04,0.2191,75925.06,
3715,3.330485,1.278832e-04,0.1914,75906.58,
3716,3.375003,1.277601e-04,0.2031,75919.99,
3717,3.401744,1.276371e-04,0.1998,75924.93,
3718,3.358477,1.275142e-04,0.1948,75924.25,
3719,3.374086,1.273914e-04,0.2021,75918.63,
3720,3.346703,1.272688e-04,0.1944,75922.02,
3721,3.446859,1.271462e-04,0.2253,75934.08,
3722,3.401075,1.270237e-04,0.1918,75930.47,
3723,3.278705,1.269013e-04,0.2212,75929.68,
3724,3.293841,1.267790e-04,0.2070,75934.94,
3725,3.271296,1.266567e-04,0.2049,75939.31,
3726,3.243194,1.265346e-04,0.2062,75932.21,
3727,3.237931,1.264126e-04,0.2146,75937.31,
3728,3.267257,1.262907e-04,0.2406,75937.41,
3729,3.327069,1.261689e-04,0.2087,75921.98,
3730,3.265541,1.260471e-04,0.2169,75915.49,
3731,3.313081,1.259255e-04,0.1979,75933.18,
3732,3.219214,1.258040e-04,0.1942,75911.30,
3733,3.214302,1.256825e-04,0.1875,75936.40,
3734,3.195053,1.255612e-04,0.2143,75932.66,
3735,3.362001,1.254399e-04,0.2146,75934.42,
3736,3.519287,1.253188e-04,0.2365,75932.94,
3737,3.421353,1.251977e-04,0.2010,75929.44,
3738,3.487567,1.250768e-04,0.2074,75933.53,
3739,3.524880,1.249559e-04,0.2106,75939.64,
3740,3.517158,1.248352e-04,0.2164,75931.79,
3741,3.485318,1.247145e-04,0.1998,75932.57,
3742,3.505462,1.245939e-04,0.2097,75923.04,
3743,3.426057,1.244735e-04,0.2104,75923.65,
3744,3.477956,1.243531e-04,0.2000,75921.71,
3745,3.395183,1.242328e-04,0.2253,75908.38,
3746,3.430247,1.241126e-04,0.2066,75920.82,
3747,3.420321,1.239926e-04,0.2011,75938.39,
3748,3.433408,1.238726e-04,0.2080,75936.10,
3749,3.401653,1.237527e-04,0.1953,75931.66,
3750,3.420274,1.236329e-04,0.2017,75932.71,3.3942
3751,3.377832,1.235132e-04,0.2048,62410.64,
3752,3.419867,1.233936e-04,0.1965,75926.80,
3753,3.450268,1.232741e-04,0.2109,75930.91,
3754,3.396932,1.231547e-04,0.1990,75934.66,
3755,3.439462,1.230354e-04,0.2018,75918.55,
3756,3.468182,1.229162e-04,0.2074,75936.44,
3757,3.434911,1.227971e-04,0.2053,75934.69,
3758,3.371240,1.226781e-04,0.2200,75930.70,
3759,3.403165,1.225592e-04,0.2046,75936.03,
3760,3.342786,1.224404e-04,0.1989,75922.62,
3761,3.383544,1.223217e-04,0.2132,75917.80,
3762,3.393359,1.222031e-04,0.2068,75901.47,
3763,3.353713,1.220846e-04,0.2129,75930.23,
3764,3.374374,1.219662e-04,0.1971,75929.83,
3765,3.383003,1.218478e-04,0.2139,75934.71,
3766,3.406630,1.217296e-04,0.1970,75924.43,
3767,3.356035,1.216115e-04,0.2013,75934.66,
3768,3.393693,1.214935e-04,0.2053,75935.89,
3769,3.305892,1.213756e-04,0.2132,75930.69,
3770,3.243673,1.212577e-04,0.2102,75933.18,
3771,3.258877,1.211400e-04,0.2262,75932.03,
3772,3.255341,1.210224e-04,0.2032,75933.33,
3773,3.241057,1.209048e-04,0.2032,75917.11,
3774,3.216272,1.207874e-04,0.2001,75901.57,
3775,3.305238,1.206701e-04,0.1949,75910.66,
3776,3.216738,1.205529e-04,0.1992,75908.34,
3777,3.305044,1.204357e-04,0.2188,75912.86,
3778,3.217305,1.203187e-04,0.2074,75926.30,
3779,3.197263,1.202018e-04,0.1937,75931.13,
3780,3.275105,1.200849e-04,0.1917,75933.61,
3781,3.471715,1.199682e-04,0.2229,75927.46,
3782,3.425818,1.198515e-04,0.2025,75930.29,
3783,3.438897,1.197350e-04,0.2093,75934.89,
3784,3.461063,1.196186e-04,0.2013,75928.15,
3785,3.427995,1.195022e-04,0.2004,75925.03,
3786,3.428063,1.193860e-04,0.2070,75905.88,
3787,3.373354,1.192699e-04,0.2098,75929.08,
3788,3.471934,1.191538e-04,0.2218,75914.91,
3789,3.386754,1.190379e-04,0.1912,75926.07,
3790,3.409985,1.189220e-04,0.2223,75933.30,
3791,3.499034,1.188063e-04,0.2090,75920.84,
3792,3.427194,1.186907e-04,0.1927,75913.93,
3793,3.411674,1.185751e-04,0.2093,75910.79,
3794,3.450731,1.184597e-04,0.2051,75931.14,
3795,3.389439,1.183443e-04,0.1991,75936.67,
3796,3.445063,1.182291e-04,0.2346,75924.26,
3797,3.454712,1.181140e-04,0.1959,75928.69,
3798,3.419239,1.179989e-04,0.2097,75919.31,
3799,3.406033,1.178840e-04,0.2159,75930.42,
3800,3.450721,1.177691e-04,0.2164,75937.32,
3801,3.395903,1.176544e-04,0.2567,75930.96,
3802,3.423450,1.175398e-04,0.2108,75932.77,
3803,3.362852,1.174252e-04,0.2151,75937.59,
3804,3.416901,1.173108e-04,0.1994,75928.11,
3805,3.380362,1.171965e-04,0.2058,75928.07,
3806,3.375523,1.170822e-04,0.2135,75925.48,
3807,3.428184,1.169681e-04,0.1946,75931.19,
3808,3.384705,1.168540e-04,0.1998,75923.35,
3809,3.387107,1.167401e-04,0.2063,75923.89,
3810,3.368725,1.166263e-04,0.1875,75910.25,
3811,3.408081,1.165126e-04,0.1884,75897.10,
3812,3.435497,1.163989e-04,0.2136,75911.02,
3813,3.369480,1.162854e-04,0.1904,75905.45,
3814,3.337754,1.161720e-04,0.1975,75913.09,
3815,3.272493,1.160586e-04,0.2027,73282.89,
3816,3.234387,1.159454e-04,0.1890,75904.82,
3817,3.225370,1.158323e-04,0.2035,75912.70,
3818,3.258306,1.157193e-04,0.2047,75914.73,
3819,3.208859,1.156063e-04,0.1942,75909.21,
3820,3.176164,1.154935e-04,0.1939,75914.42,
3821,3.300866,1.153808e-04,0.1933,75910.96,
3822,3.216000,1.152682e-04,0.1881,75907.37,
3823,3.244948,1.151557e-04,0.1853,75909.29,
3824,3.232512,1.150432e-04,0.2093,75908.89,
3825,3.218663,1.149309e-04,0.2020,75914.05,
3826,3.215414,1.148187e-04,0.1891,75904.15,
3827,3.375151,1.147066e-04,0.2146,75905.75,
3828,3.367662,1.145946e-04,0.2131,75913.32,
3829,3.362817,1.144827e-04,0.1931,75912.49,
3830,3.462339,1.143709e-04,0.2010,75918.13,
3831,3.428119,1.142592e-04,0.1985,75917.57,
3832,3.437696,1.141476e-04,0.2021,75912.78,
3833,3.421188,1.140361e-04,0.1979,75908.67,
3834,3.440263,1.139247e-04,0.1965,75906.11,
3835,3.394910,1.138134e-04,0.2013,75911.34,
3836,3.377303,1.137022e-04,0.1897,75914.74,
3837,3.437732,1.135911e-04,0.1940,75914.42,
3838,3.380503,1.134801e-04,0.2007,75914.17,
3839,3.414394,1.133693e-04,0.1937,75907.16,
3840,3.435211,1.132585e-04,0.2045,75912.48,
3841,3.428283,1.131478e-04,0.2000,75912.93,
3842,3.410735,1.130372e-04,0.1982,75908.73,
3843,3.457257,1.129267e-04,0.2136,75915.56,
3844,3.505240,1.128164e-04,0.2068,75905.50,
3845,3.437409,1.127061e-04,0.2045,75923.50,
3846,3.444496,1.125959e-04,0.2100,75911.75,
3847,3.365686,1.124859e-04,0.2132,75913.13,
3848,3.452691,1.123759e-04,0.2005,75916.27,
3849,3.439449,1.122661e-04,0.2015,75916.37,
3850,3.378392,1.121563e-04,0.1928,75921.07,
3851,3.370858,1.120467e-04,0.1943,75915.88,
3852,3.381361,1.119371e-04,0.2006,75914.85,
3853,3.347378,1.118277e-04,0.1823,75914.18,
3854,3.396684,1.117183e-04,0.1959,75912.80,
3855,3.427906,1.116091e-04,0.1947,75920.74,
3856,3.406131,1.114999e-04,0.1955,75904.63,
3857,3.292426,1.113909e-04,0.2080,75914.44,
3858,3.383979,1.112820e-04,0.1901,75923.95,
3859,3.517734,1.111732e-04,0.2704,75910.90,
3860,3.379859,1.110644e-04,0.1866,75908.69,
3861,3.370186,1.109558e-04,0.2084,75914.26,
3862,3.280942,1.108473e-04,0.2026,75913.76,
3863,3.199966,1.107389e-04,0.2368,75916.54,
3864,3.285916,1.106306e-04,0.2090,75912.66,
3865,3.212905,1.105224e-04,0.2068,75910.98,
3866,3.280574,1.104143e-04,0.2007,75914.11,
3867,3.276384,1.103063e-04,0.2144,75904.06,
3868,3.303100,1.101984e-04,0.2427,75912.63,
3869,3.269498,1.100906e-04,0.1937,75910.13,
3870,3.253036,1.099829e-04,0.2330,75914.17,
3871,3.249106,1.098753e-04,0.2023,75914.48,
3872,3.250430,1.097679e-04,0.2052,75913.22,
3873,3.212980,1.096605e-04,0.1962,75923.37,
3874,3.296295,1.095532e-04,0.1902,75914.32,
3875,3.400779,1.094461e-04,0.2134,75915.94,
3876,3.415596,1.093390e-04,0.2118,75909.45,
3877,3.482387,1.092321e-04,0.2353,75915.98,
3878,3.344713,1.091252e-04,0.2072,75913.68,
3879,3.421921,1.090185e-04,0.2032,75913.92,
3880,3.442540,1.089118e-04,0.1933,75921.44,
3881,3.419465,1.088053e-04,0.1971,75913.77,
3882,3.382157,1.086989e-04,0.2038,75913.37,
3883,3.420338,1.085925e-04,0.1965,75912.75,
3884,3.438575,1.084863e-04,0.2009,75912.71,
3885,3.428651,1.083802e-04,0.2010,75910.59,
3886,3.352569,1.082742e-04,0.2266,75909.20,
3887,3.439167,1.081683e-04,0.1959,75917.94,
3888,3.461421,1.080625e-04,0.2070,75912.95,
3889,3.438600,1.079568e-04,0.2062,75906.49,
3890,3.426219,1.078512e-04,0.2049,75912.49,
3891,3.395041,1.077457e-04,0.1986,75914.28,
3892,3.404037,1.076403e-04,0.1960,75912.85,
3893,3.406162,1.075350e-04,0.1969,75910.42,
3894,3.445070,1.074299e-04,0.2098,75909.66,
3895,3.419518,1.073248e-04,0.1978,75911.41,
3896,3.411967,1.072198e-04,0.3222,75913.69,
3897,3.491182,1.071150e-04,0.2080,75914.57,
3898,3.356818,1.070102e-04,0.2054,75910.64,
3899,3.378045,1.069056e-04,0.2078,75916.76,
3900,3.372669,1.068010e-04,0.1991,75900.31,
3901,3.370214,1.066966e-04,0.1942,75917.09,
3902,3.460576,1.065923e-04,0.2025,75907.57,
3903,3.350745,1.064880e-04,0.2157,75920.34,
3904,3.440046,1.063839e-04,0.2143,75920.79,
3905,3.363638,1.062799e-04,0.2025,75915.36,
3906,3.375868,1.061760e-04,0.1951,75917.90,
3907,3.353715,1.060722e-04,0.2021,75913.31,
3908,3.400620,1.059685e-04,0.2454,75918.57,
3909,3.409691,1.058649e-04,0.1912,75912.61,
3910,3.259697,1.057614e-04,0.2280,75919.13,
3911,3.196957,1.056581e-04,0.2091,75915.18,
3912,3.324392,1.055548e-04,0.2287,75907.44,
3913,3.277372,1.054516e-04,0.2333,75916.67,
3914,3.233720,1.053486e-04,0.2017,75919.06,
3915,3.202905,1.052456e-04,0.2247,75920.57,
3916,3.252796,1.051428e-04,0.2107,75920.09,
3917,3.223557,1.050400e-04,0.2382,75914.78,
3918,3.254929,1.049374e-04,0.2153,75909.70,
3919,3.235793,1.048349e-04,0.2224,75911.12,
3920,3.209228,1.047325e-04,0.2181,75902.44,
3921,3.228650,1.046302e-04,0.1890,75910.11,
3922,3.401218,1.045279e-04,0.2277,75912.41,
3923,3.370648,1.044258e-04,0.2153,75909.68,
3924,3.417287,1.043239e-04,0.2248,75916.26,
3925,3.396995,1.042220e-04,0.2195,75913.38,
3926,3.456595,1.041202e-04,0.2117,75916.12,
3927,3.406327,1.040185e-04,0.1985,75913.75,
3928,3.436578,1.039170e-04,0.2154,75911.15,
3929,3.430786,1.038155e-04,0.2122,75913.36,
3930,3.398192,1.037141e-04,0.1929,75909.59,
3931,3.427404,1.036129e-04,0.2313,75915.04,
3932,3.376186,1.035118e-04,0.2086,75917.91,
3933,3.459907,1.034107e-04,0.2348,75912.85,
3934,3.448638,1.033098e-04,0.2125,75911.61,
3935,3.440128,1.032090e-04,0.2174,75911.62,
3936,3.408725,1.031083e-04,0.2325,75914.96,
3937,3.347928,1.030077e-04,0.1996,75919.94,
3938,3.397068,1.029072e-04,0.1979,75917.46,
3939,3.409151,1.028068e-04,0.2022,75916.38,
3940,3.408310,1.027065e-04,0.2019,75919.44,
3941,3.454110,1.026064e-04,0.1983,75913.40,
3942,3.451663,1.025063e-04,0.2093,75916.38,
3943,3.446349,1.024063e-04,0.2101,75914.78,
3944,3.375077,1.023065e-04,0.2186,75910.25,
3945,3.367919,1.022067e-04,0.2068,75909.59,
3946,3.385411,1.021071e-04,0.2034,75915.09,
3947,3.330094,1.020076e-04,0.1966,75913.44,
3948,3.364193,1.019082e-04,0.1994,75911.66,
3949,3.385071,1.018089e-04,0.1926,75919.95,
3950,3.389293,1.017097e-04,0.1956,75914.80,
3951,3.360230,1.016106e-04,0.2011,75917.71,
3952,3.394501,1.015116e-04,0.1904,75913.45,
3953,3.346446,1.014127e-04,0.1998,75913.90,
3954,3.454175,1.013139e-04,0.2508,75913.91,
3955,3.404753,1.012153e-04,0.2162,75913.59,
3956,3.369554,1.011167e-04,0.2043,75912.96,
3957,3.280603,1.010183e-04,0.1991,75917.03,
3958,3.281421,1.009199e-04,0.2196,75910.19,
3959,3.242655,1.008217e-04,0.2010,75918.96,
3960,3.229992,1.007236e-04,0.1938,75919.27,
3961,3.187375,1.006256e-04,0.2033,75909.51,
3962,3.227993,1.005277e-04,0.1963,75916.63,
3963,3.224286,1.004299e-04,0.1905,75906.00,
3964,3.210657,1.003322e-04,0.2010,75917.94,
3965,3.247066,1.002346e-04,0.2112,75914.16,
3966,3.256044,1.001371e-04,0.2026,75914.17,
3967,3.200336,1.000398e-04,0.1940,75915.42,
3968,3.232816,9.994253e-05,0.2112,75914.32,
3969,3.409831,9.984539e-05,0.2241,75912.02,
3970,3.404129,9.974836e-05,0.2174,75913.96,
3971,3.462559,9.965143e-05,0.2206,75915.37,
3972,3.407799,9.955462e-05,0.2203,75908.99,
3973,3.421557,9.945791e-05,0.2109,75913.72,
3974,3.435891,9.936131e-05,0.2199,75919.31,
3975,3.406599,9.926482e-05,0.2077,75911.96,
3976,3.364598,9.916844e-05,0.2070,75918.11,
3977,3.457538,9.907217e-05,0.2243,75914.77,
3978,3.367401,9.897601e-05,0.2434,75914.21,
3979,3.381014,9.887996e-05,0.2179,75924.10,
3980,3.454760,9.878402e-05,0.2279,75912.55,
3981,3.450581,9.868819e-05,0.2131,75913.13,
3982,3.415468,9.859246e-05,0.2220,75916.50,
3983,3.433613,9.849685e-05,0.2027,75910.22,
3984,3.379736,9.840134e-05,0.2050,75917.70,
3985,3.399671,9.830595e-05,0.2035,75913.49,
3986,3.500618,9.821066e-05,0.2043,75915.67,
3987,3.479571,9.811549e-05,0.2582,75919.87,
3988,3.445861,9.802042e-05,0.2456,75919.48,
3989,3.449861,9.792546e-05,0.2138,75915.84,
3990,3.363801,9.783062e-05,0.2134,75915.46,
3991,3.377602,9.773588e-05,0.2228,75912.65,
3992,3.371820,9.764125e-05,0.2073,75913.87,
3993,3.429814,9.754674e-05,0.2224,75920.59,
3994,3.404489,9.745233e-05,0.2152,75917.15,
3995,3.400767,9.735803e-05,0.2066,75917.81,
3996,3.339296,9.726385e-05,0.2284,75916.17,
3997,3.397579,9.716977e-05,0.2022,75920.26,
3998,3.417281,9.707580e-05,0.1968,75909.09,
3999,3.375929,9.698194e-05,0.2056,75909.48,
4000,3.391840,9.688820e-05,0.2050,75912.90,3.3796
4001,3.366042,9.679456e-05,0.1931,56343.25,
4002,3.354614,9.670104e-05,0.2026,75930.48,
4003,3.349803,9.660762e-05,0.2117,75941.63,
4004,3.240774,9.651431e-05,0.2115,75929.51,
4005,3.224937,9.642112e-05,0.2056,75939.82,
4006,3.213345,9.632804e-05,0.2017,73285.50,
4007,3.161030,9.623506e-05,0.2040,75931.49,
4008,3.329972,9.614220e-05,0.2326,75929.28,
4009,3.213479,9.604945e-05,0.1968,75930.99,
4010,3.187969,9.595680e-05,0.2122,75930.26,
4011,3.199730,9.586427e-05,0.2000,75934.12,
4012,3.260891,9.577185e-05,0.2063,75931.57,
4013,3.212657,9.567954e-05,0.2040,75931.75,
4014,3.248145,9.558734e-05,0.2048,75935.52,
4015,3.263030,9.549526e-05,0.2050,75927.67,
4016,3.412000,9.540328e-05,0.2223,75937.21,
4017,3.404744,9.531141e-05,0.2065,75931.37,
4018,3.447605,9.521966e-05,0.2156,75932.84,
4019,3.413555,9.512801e-05,0.2082,75932.84,
4020,3.415399,9.503648e-05,0.2164,75930.99,
4021,3.435205,9.494506e-05,0.2060,75927.61,
4022,3.388536,9.485375e-05,0.2112,75930.56,
4023,3.397738,9.476255e-05,0.2213,75926.93,
4024,3.444490,9.467146e-05,0.1950,75931.40,
4025,3.364673,9.458048e-05,0.2087,75932.42,
4026,3.429292,9.448962e-05,0.2078,75927.74,
4027,3.435227,9.439886e-05,0.2092,75927.77,
4028,3.514479,9.430822e-05,0.2096,75929.91,
4029,3.414714,9.421769e-05,0.1931,75928.50,
4030,3.425748,9.412727e-05,0.2038,75933.35,
4031,3.411346,9.403696e-05,0.1934,75928.73,
4032,3.374334,9.394677e-05,0.1880,75929.36,
4033,3.419063,9.385668e-05,0.2021,75934.97,
4034,3.374736,9.376671e-05,0.2174,75934.41,
4035,3.424943,9.367685e-05,0.1978,75930.17,
4036,3.465636,9.358710e-05,0.2026,75932.92,
4037,3.392440,9.349746e-05,0.2085,75927.79,
4038,3.416852,9.340793e-05,0.2086,75931.05,
4039,3.377088,9.331852e-05,0.1977,75930.63,
4040,3.413796,9.322922e-05,0.2049,75942.38,
4041,3.423756,9.314003e-05,0.2022,75940.26,
4042,3.398820,9.305095e-05,0.1859,75933.18,
4043,3.337512,9.296198e-05,0.1962,75931.50,
4044,3.331353,9.287313e-05,0.1915,75934.33,
4045,3.427303,9.278439e-05,0.1978,75930.77,
4046,3.395522,9.269576e-05,0.2166,75935.16,
4047,3.408605,9.260724e-05,0.1912,75933.72,
4048,3.392840,9.251883e-05,0.2102,75935.76,
4049,3.355846,9.243054e-05,0.1990,75929.05,
4050,3.386830,9.234236e-05,0.1953,75932.58,
4051,3.274625,9.225429e-05,0.1942,75932.19,
4052,3.264294,9.216634e-05,0.2040,75930.30,
4053,3.256018,9.207849e-05,0.2075,75930.72,
4054,3.119762,9.199076e-05,0.2250,75935.60,
4055,3.218338,9.190315e-05,0.2013,75937.41,
4056,3.227158,9.181564e-05,0.1977,75932.20,
4057,3.191728,9.172825e-05,0.1905,75925.00,
4058,3.285716,9.164097e-05,0.1943,75941.75,
4059,3.214849,9.155380e-05,0.1995,75930.31,
4060,3.267926,9.146675e-05,0.2027,75937.63,
4061,3.231676,9.137980e-05,0.2112,75931.12,
4062,3.240428,9.129298e-05,0.2035,75927.22,
4063,3.409110,9.120626e-05,0.2075,75930.13,
4064,3.422504,9.111966e-05,0.2184,75932.31,
4065,3.424641,9.103317e-05,0.2045,75936.57,
4066,3.457840,9.094679e-05,0.2135,75929.39,
4067,3.519905,9.086053e-05,0.2293,75935.43,
4068,3.411518,9.077438e-05,0.2006,75930.18,
4069,3.419940,9.068834e-05,0.2213,75933.02,
4070,3.405818,9.060241e-05,0.2140,75933.35,
4071,3.375115,9.051660e-05,0.2083,75934.84,
4072,3.452610,9.043090e-05,0.2071,75936.75,
4073,3.496644,9.034532e-05,0.2126,75932.67,
4074,3.402762,9.025985e-05,0.2139,75934.73,
4075,3.392527,9.017449e-05,0.2133,75930.65,
4076,3.374589,9.008925e-05,0.2008,75906.59,
4077,3.443437,9.000412e-05,0.1963,75933.41,
4078,3.384993,8.991910e-05,0.2203,75925.25,
4079,3.438970,8.983419e-05,0.2120,75938.11,
4080,3.354212,8.974940e-05,0.1982,75934.84,
4081,3.414086,8.966473e-05,0.1971,75933.72,
4082,3.430236,8.958017e-05,0.2108,75938.90,
4083,3.443295,8.949572e-05,0.2086,75939.99,
4084,3.365866,8.941138e-05,0.2052,75932.13,
4085,3.440671,8.932716e-05,0.2090,75936.42,
4086,3.426345,8.924305e-05,0.2093,75938.12,
4087,3.366332,8.915906e-05,0.2111,75933.67,
4088,3.320574,8.907518e-05,0.1983,75933.05,
4089,3.399879,8.899141e-05,0.1906,75931.01,
4090,3.352558,8.890776e-05,0.1961,75931.81,
4091,3.394292,8.882422e-05,0.2081,75930.34,
4092,3.393846,8.874080e-05,0.1888,75932.68,
4093,3.359477,8.865749e-05,0.2099,75923.58,
4094,3.369965,8.857429e-05,0.1916,75933.58,
4095,3.319325,8.849121e-05,0.1995,75932.53,
4096,3.357539,8.840824e-05,0.2020,75935.81,
4097,3.363704,8.832539e-05,0.1908,75932.98,
4098,3.237454,8.824265e-05,0.2102,75937.11,
4099,3.214975,8.816003e-05,0.2053,75931.53,
4100,3.205520,8.807752e-05,0.1912,75935.52,
4101,3.266669,8.799512e-05,0.1891,75937.33,
4102,3.259126,8.791284e-05,0.1932,75929.02,
4103,3.249347,8.783067e-05,0.1875,75936.45,
4104,3.181659,8.774862e-05,0.1915,75938.57,
4105,3.173065,8.766668e-05,0.2021,75936.33,
4106,3.261306,8.758486e-05,0.2611,75929.85,
4107,3.216488,8.750315e-05,0.1873,75936.17,
4108,3.181217,8.742156e-05,0.1868,75935.82,
4109,3.294987,8.734008e-05,0.1980,75931.34,
4110,3.383405,8.725872e-05,0.2093,75932.81,
4111,3.459628,8.717747e-05,0.2054,75937.68,
4112,3.376386,8.709633e-05,0.1965,75939.35,
4113,3.360233,8.701531e-05,0.2256,75925.39,
4114,3.383229,8.693441e-05,0.2080,75932.12,
4115,3.452271,8.685362e-05,0.2023,75934.13,
4116,3.466093,8.677295e-05,0.1984,75937.71,
4117,3.414800,8.669239e-05,0.2105,75927.80,
4118,3.429914,8.661194e-05,0.2040,75938.41,
4119,3.393797,8.653161e-05,0.2061,75912.91,
4120,3.371930,8.645140e-05,0.1990,75916.46,
4121,3.420046,8.637130e-05,0.2269,75930.61,
4122,3.409101,8.629132e-05,0.1965,75930.04,
4123,3.422377,8.621145e-05,0.2065,75939.27,
4124,3.372969,8.613169e-05,0.2056,75921.93,
4125,3.405811,8.605206e-05,0.1932,75934.66,
4126,3.369874,8.597253e-05,0.1919,75935.99,
4127,3.440466,8.589313e-05,0.2002,75929.79,
4128,3.420344,8.581384e-05,0.1919,75919.60,
4129,3.379548,8.573466e-05,0.2078,75928.45,
4130,3.417156,8.565560e-05,0.2145,75924.84,
4131,3.458332,8.557665e-05,0.2020,75931.79,
4132,3.384982,8.549782e-05,0.2026,75939.93,
4133,3.428331,8.541911e-05,0.2128,75931.08,
4134,3.405561,8.534051e-05,0.1973,75931.43,
